fighter_1,fighter_2,result,weight_class,method,round,time,fight_link,event_url
Gian Villante,Saparbeg Safarov,win,Light Heavyweight,KO/TKO Punches,2,2:54,http://ufcstats.com/fight-details/25cd989ac5569629,http://ufcstats.com/event-details/7139cd2ae4bf6a29
Justine Kish,Ashley Yoder,win,Women's Strawweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/9555d8941df4a998,http://ufcstats.com/event-details/7139cd2ae4bf6a29
Randy Brown,Brian Camozzi,win,Welterweight,KO/TKO Knee,2,1:25,http://ufcstats.com/fight-details/02e3699be1d8daa2,http://ufcstats.com/event-details/7139cd2ae4bf6a29
Gerald Meerschaert,Joseph Gigliotti,win,Middleweight,SUB Anaconda Choke,1,4:12,http://ufcstats.com/fight-details/85feac6924abb35b,http://ufcstats.com/event-details/7139cd2ae4bf6a29
Andrew Sanchez,Trevor Smith,win,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/0b26d635106aea1c,http://ufcstats.com/event-details/7139cd2ae4bf6a29
Shane Burgos,Tiago dos Santos e Silva,win,Featherweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/4bf0be780f2d09be,http://ufcstats.com/event-details/7139cd2ae4bf6a29
Marc Diakiese,Frankie Perez,win,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/a71febed166b7d42,http://ufcstats.com/event-details/7139cd2ae4bf6a29
Ryan Janes,Keith Berish,win,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/770312f3ca8506b6,http://ufcstats.com/event-details/7139cd2ae4bf6a29
Juliana Lima,JJ Aldrich,win,Women's Strawweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/87b6c507a7684ec2,http://ufcstats.com/event-details/7139cd2ae4bf6a29
Demetrious Johnson,Tim Elliott,win,Flyweight,U-DEC,5,5:00,http://ufcstats.com/fight-details/02822c35ffef5a50,http://ufcstats.com/event-details/bd4389b71fdc0ce2
Joseph Benavidez,Henry Cejudo,win,Flyweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/5e1370a92ce8abb0,http://ufcstats.com/event-details/bd4389b71fdc0ce2
Jorge Masvidal,Jake Ellenberger,win,Welterweight,KO/TKO Punches,1,4:05,http://ufcstats.com/fight-details/27ff7028ec8c2161,http://ufcstats.com/event-details/bd4389b71fdc0ce2
Jared Cannonier,Ion Cutelaba,win,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/9cad47cdd6351e50,http://ufcstats.com/event-details/bd4389b71fdc0ce2
Sara McMann,Alexis Davis,win,Women's Bantamweight,SUB Arm Triangle,2,2:52,http://ufcstats.com/fight-details/a716172939767cab,http://ufcstats.com/event-details/bd4389b71fdc0ce2
Brandon Moreno,Ryan Benoit,win,Flyweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/36830f6eb3c847f5,http://ufcstats.com/event-details/bd4389b71fdc0ce2
Ryan Hall,Gray Maynard,win,Featherweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/019983faebec6d64,http://ufcstats.com/event-details/bd4389b71fdc0ce2
Rob Font,Matt Schnell,win,Bantamweight,KO/TKO Punch,1,3:47,http://ufcstats.com/fight-details/63b35df1276b3d64,http://ufcstats.com/event-details/bd4389b71fdc0ce2
Dong Hyun Ma,Brendan O'Reilly,win,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/c5d48ca7c22f857e,http://ufcstats.com/event-details/bd4389b71fdc0ce2
Jamie Moyle,Kailin Curran,win,Women's Strawweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/5ae45d20a60dc109,http://ufcstats.com/event-details/bd4389b71fdc0ce2
Anthony Smith,Elvis Mutapcic,win,Middleweight,KO/TKO Elbow,2,3:27,http://ufcstats.com/fight-details/163fbb2185730846,http://ufcstats.com/event-details/bd4389b71fdc0ce2
Devin Clark,Josh Stansbury,win,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/fe132ef2ab8ae9d2,http://ufcstats.com/event-details/bd4389b71fdc0ce2
